wikiStats|fr

redirects|11592
r|Modèle:Country data Autorité palestinienne|Modèle:Country data Palestine
r|Modèle:EC/Documentation|Modèle:Èc/Documentation
r|Modèle:Country data BER|Modèle:Country data Bermudes
r|Modèle:Portail Couleurs|Modèle:Portail couleurs
r|Modèle:HérEnq|Modèle:HérHis
r|Modèle:Géolocdual/Genève/Documentation|Modèle:Géolocdual/Canton de Genève/Documentation
r|Modèle:Catalogueoflife taxon/Documentation|Modèle:CatalogueofLife taxon/Documentation
r|Modèle:Country data GNQ|Modèle:Country data Guinée équatoriale
r|Modèle:Country data Quebec|Modèle:Country data Québec
r|Modèle:User ne|Modèle:Utilisateur ne
r|Modèle:Palette Ligne 2 du métro de l'agglomération de Lille|Modèle:Palette Ligne 2 du métro de Lille Métropole
r|Modèle:Catégorie cyclo-cross|Modèle:Catégorie cyclisme
r|Modèle:HésCat|Modèle:Catalogue des femmes
r|Modèle:Vandale|Modèle:Test 0
r|Modèle:Catégorie Empire colonial français|Modèle:Catégorie monde colonial
r|Modèle:User xh-0|Modèle:Utilisateur xh-0
r|Modèle:Delaware (drapeau)|Modèle:Delaware
r|Modèle:Country data United Arab Republic|Modèle:Country data République arabe unie
r|Modèle:Création tournois de tennis/Simple 6 tours|Modèle:Création tournoi de tennis/Simple 6 tours
r|Modèle:Saison de foot/Documentation|Modèle:Infobox Saison de foot/Documentation
r|Modèle:MLT|Modèle:Malte
r|Modèle:User en|Modèle:Utilisateur en
r|Modèle:Déco MHAA|Modèle:Déco Médaille d'Honneur agricole d'Argent
r|Modèle:Palette Émissions sur la télévision|Modèle:Palette Émissions consacrées aux médias
r|Modèle:Palette Représentant monégasque à l'Eurovision|Modèle:Palette Monaco au Concours Eurovision de la chanson
r|Modèle:Début gare TER|Modèle:Desserte gare/début
r|Modèle:Country data RSS d’Ouzbékistan|Modèle:Country data RSS d'Ouzbékistan
r|Modèle:GLP-d|Modèle:FRA-d
r|Modèle:Ébauche/paramètres Illustrateur|Modèle:Ébauche/paramètres dessinateur
r|Modèle:Catégorie années 1050|Modèle:Catégorie Moyen Âge
r|Modèle:Football aux Jeux olympiques d'été de 2008|Modèle:Infobox Football aux Jeux olympiques d'été de 2008
r|Modèle:User kk-1|Modèle:Utilisateur kk-1
r|Modèle:Géolocalisation/Sjælland|Modèle:Géolocalisation/Zélande-du-Nord
r|Modèle:Portail Agronomie|Modèle:Portail agriculture et agronomie
r|Modèle:Iraq (1963-1991)|Modèle:Irak (1963-1991)
r|Modèle:Utilisateur Foix|Modèle:Utilisateur habite Foix
r|Modèle:MDG|Modèle:Madagascar
r|Modèle:Bus Optile/Autocars Tourneux/couleur fond/Documentation|Modèle:Bus Optile/défaut/couleur fond/Documentation
r|Modèle:Ébauche/paramètres music-hall|Modèle:Ébauche/paramètres Music-hall
r|Modèle:Portail Mort|Modèle:Portail mort
r|Modèle:User mk-*|Modèle:Utilisateur mk-*
r|Modèle:Portail Préfecture de Kōchi|Modèle:Portail préfecture de Kōchi
r|Modèle:DK|Modèle:Danemark
r|Modèle:MW1.4|Modèle:MW1.5
r|Modèle:COD (1997-2006)-d|Modèle:COD (1997-2003)-d
r|Modèle:Résultat course F1|Modèle:Palette Succession/Résultat course F1
r|Modèle:Seiyū|Modèle:Doublage japonais
r|Modèle:Portail félin|Modèle:Portail félins
r|Modèle:Portail de la mine|Modèle:Portail mine
r|Modèle:Niveau algonquin oriental|Modèle:Niveau algonquien oriental
r|Modèle:Ébauche/paramètres trampoline|Modèle:Ébauche/paramètres gymnastique
r|Modèle:Portail agronomie|Modèle:Portail agriculture et agronomie
r|Modèle:Ébauche/paramètres UE|Modèle:Ébauche/paramètres Union européenne
r|Modèle:Utilisateur mélancolie|Modèle:Utilisateur Mélancolie
r|Modèle:Portail Préfecture de Mie|Modèle:Portail préfecture de Mie
r|Modèle:Catégorie Îles Vierges des États-Unis|Modèle:Catégorie îles Vierges des États-Unis
r|Modèle:Find A Grave|Modèle:Find a Grave
r|Modèle:Palette prophètes de la Bible|Modèle:Palette Prophètes de la Bible
r|Modèle:Country data Micronesia|Modèle:Country data Micronésie
r|Modèle:Instructions AsS|Modèle:Instructions NV
r|Modèle:Ébauche/paramètres SVG|Modèle:Ébauche/paramètres Saint-Vincent-et-les-Grenadines
r|Modèle:Palette France 17 ans coupe du monde 2001|Modèle:Palette France coupe du monde des moins de 17 ans 2001
r|Modèle:Country data Territoire britannique de l’océan Indien|Modèle:Country data Territoire britannique de l'océan Indien
r|Modèle:Country data Chinese Taipei|Modèle:Country data Taïpei chinois
r|Modèle:Lien homonymie|Modèle:Lien vers un homonyme
r|Modèle:Ébauche/paramètres science fiction|Modèle:Ébauche/paramètres science-fiction
r|Modèle:Utilisateur thunderbird|Modèle:Utilisateur Thunderbird
r|Modèle:Utilisateur Suède|Modèle:Utilisateur aime Suède
r|Modèle:User vo-3|Modèle:Utilisateur vo-3
r|Modèle:AT|Modèle:Autriche
r|Modèle:Nouvelle Calédonie|Modèle:Nouvelle-Calédonie
r|Modèle:États-Unis d'Amérique rugby féminin|Modèle:États-Unis rugby féminin
r|Modèle:Palette Dynamo Kiev navigation|Modèle:Palette Dynamo Kiev
r|Modèle:EUA|Modèle:Équipe unifiée d'Allemagne
r|Modèle:Portail oiseaux|Modèle:Portail ornithologie
r|Modèle:Format rar|Modèle:RAR
r|Modèle:Sous-titre zoologie|Modèle:Sous-titre/Taxon
r|Modèle:GP|Modèle:Guadeloupe
r|Modèle:No copyright|Modèle:Icône Anti copyright
r|Modèle:Country data GIB|Modèle:Country data Gibraltar
r|Modèle:Portail Abysses|Modèle:Portail abysses
r|Modèle:Utilisateur Franc-maçon|Modèle:Utilisateur franc-maçon
r|Modèle:Tome|Modèle:T.
r|Modèle:Lang-zh-Latn|Modèle:Chinois
r|Modèle:Royaume d'Italie (1861-1946)|Modèle:Royaume d'Italie 1861-1946
r|Modèle:Ébauche/paramètres BBCM|Modèle:Ébauche/paramètres biologie cellulaire et moléculaire
r|Modèle:User ie-*|Modèle:Utilisateur ie-*
r|Modèle:VCT|Modèle:Saint-Vincent-et-les Grenadines
r|Modèle:Sélection foot compétition fin/Documentation|Modèle:Sélection foot compétition/Documentation
r|Modèle:Ébauche/paramètres Nord-Trondelag|Modèle:Ébauche/paramètres Nord-Trøndelag
r|Modèle:Utilisateur projet football canadien|Modèle:Utilisateur Projet/Football canadien
r|Modèle:Ébauche/paramètres parc d'attractions|Modèle:Ébauche/paramètres parc de loisirs
r|Modèle:Utilisateur habite PACA|Modèle:Utilisateur habite Provence-Alpes-Côte d'Azur
r|Modèle:RDA VB|Modèle:GDR VB
r|Modèle:Déco OOL|Modèle:Déco Officier de l'ordre de Léopold
r|Modèle:Site web|Modèle:Lien web
r|Modèle:Ouvrage/Auteur|Modèle:Article/Auteur
r|Modèle:User ia-3|Modèle:Utilisateur ia-3
r|Modèle:Archim|Modèle:Base Archim
r|Modèle:Palette Équipe d'Union soviétique de football|Modèle:Palette Équipe de Russie de football
r|Modèle:Country data Saint-Christophe-et-Nevis|Modèle:Country data Saint-Christophe-et-Niévès
r|Modèle:Palette Voyelles|Modèle:Palette Voyelles de l'API
r|Modèle:Portail Réalisation|Modèle:Portail réalisation audiovisuelle
r|Modèle:ATA|Modèle:Antarctique
r|Modèle:Palette Vikings|Modèle:Utilisateur Vikings
r|Modèle:Géolocalisation/Provence-Alpes-Côte d'Azur2|Modèle:Géolocalisation/Provence-Alpes-Côte d'Azur
r|Modèle:Portail Vélo|Modèle:Portail bicyclette
r|Modèle:GER-d (1933)|Modèle:GER (1919-1933)-d
r|Modèle:Portail arbitrage|Modèle:Portail arbitrage sportif
r|Modèle:Catégorie Mort|Modèle:Catégorie mort
r|Modèle:Accessibilité à vérifier|Modèle:Accessibilité à corriger
r|Modèle:Abrd|Modèle:Abréviation discrète
r|Modèle:Avenue des Cafés et Bistros|Modèle:Avenue des cafés et bistros
r|Modèle:Country data United States|Modèle:Country data États-Unis
r|Modèle:Ébauche/paramètres Calgary|Modèle:Ébauche/paramètres Alberta
r|Modèle:Palette Nottingham Forest|Modèle:Palette Nottingham Forest FC
r|Modèle:Catégorie Préfecture de Kōchi|Modèle:Catégorie préfecture de Kōchi
r|Modèle:Catégorie années 1010|Modèle:Catégorie Moyen Âge
r|Modèle:User sv-3|Modèle:Utilisateur sv-3
r|Modèle:User tl-3|Modèle:Utilisateur tl-3
r|Modèle:Allemagne de l’Ouest|Modèle:Allemagne de l'Ouest
r|Modèle:Chimie|Modèle:Portail chimie
r|Modèle:User gu-1|Modèle:Utilisateur gu-1
r|Modèle:PER|Modèle:Pérou
r|Modèle:Country data RSS kazakhe|Modèle:Country data RSS du Kazakhstan
r|Modèle:Portail Musiques du monde|Modèle:Portail musiques du monde
r|Modèle:Country data GER|Modèle:Country data Allemagne
r|Modèle:Bâtiment futur|Modèle:Bâtiment à venir
r|Modèle:Coincé|Modèle:Enlisé
r|Modèle:ISC|Modèle:Contributions communes
r|Modèle:Niveau malayo-polynésien océanique|Modèle:Niveau océanien
r|Modèle:Catégorie récompenses|Modèle:Catégorie récompenses et distinctions
r|Modèle:Catégorie Préfecture de Saga|Modèle:Catégorie préfecture de Saga
r|Modèle:SLB|Modèle:Salomon
r|Modèle:Portail Numismatique|Modèle:Portail numismatique
r|Modèle:Palette Sénateurs des États-Unis|Modèle:Palette Sénateurs du 113e congrès des États-Unis
r|Modèle:DOI|Modèle:Doi
r|Modèle:Palette Députés Manitoba|Modèle:Palette Députés du Manitoba
r|Modèle:User gal-2|Modèle:Utilisateur gal-2
r|Modèle:Ébauche/paramètres Littérature italienne|Modèle:Ébauche/paramètres littérature italienne
r|Modèle:Grippe A(H1N1) de 2009|Modèle:Grippe A (H1N1) de 2009
r|Modèle:Catégorie Patrimoine mondial|Modèle:Catégorie patrimoine mondial
r|Modèle:Peu clair|Modèle:Pas clair
r|Modèle:Catégorie Littérature|Modèle:Catégorie littérature
r|Modèle:Portail Espírito Santo|Modèle:Portail Brésil
r|Modèle:Country data ECU|Modèle:Country data Équateur
r|Modèle:Flagcountry|Modèle:Pays
r|Modèle:Ébauche/paramètres cathédrale|Modèle:Ébauche/paramètres église ou cathédrale
r|Modèle:Péon mop|Modèle:Icône Péon
r|Modèle:Palette Herbes aromatiques|Modèle:Palette Plantes aromatiques
r|Modèle:Utilisateur Paul Émile Victor|Modèle:Utilisateur PEV citation
r|Modèle:Dk|Modèle:Da
r|Modèle:Country data UKR|Modèle:Country data Ukraine
r|Modèle:Ébauche/paramètres réalisateur bangladeshi|Modèle:Ébauche/paramètres réalisateur bangladais
r|Modèle:Top10 échec|Modèle:Top 10 échecs
r|Modèle:Le Port-Marly|Modèle:Utilisateur habite Le Port-Marly
r|Modèle:User ka-*|Modèle:Utilisateur ka-*
r|Modèle:Routes du Québec/Bouclier/Documentation|Modèle:Route/Qc/Bouclier/Documentation
r|Modèle:User no-0|Modèle:Utilisateur no-0
r|Modèle:Palette Exemple 1|Modèle:Méta palette de navigation/Documentation/Exemple 1
r|Modèle:Messieurs|Modèle:MM.
r|Modèle:Quand ?|Modèle:Quand
r|Modèle:Palette Division 2 1999-2000|Modèle:Palette Football en France 1999-2000
r|Modèle:User co-4|Modèle:Utilisateur co-4
r|Modèle:Palette Quartiers de Queens|Modèle:Palette Quartiers du Queens
r|Modèle:Utilisateur France|Modèle:Utilisateur origine France
r|Modèle:Country data CAY|Modèle:Country data Îles Caïmans
r|Modèle:Utilisateur Sarkozyste|Modèle:Utilisateur Nicolas Sarkozy
r|Modèle:KNA|Modèle:Saint-Christophe-et-Niévès
r|Modèle:Palette Organisation de la police nationale française|Modèle:Palette Organisation de la Police nationale française
r|Modèle:Pays UK|Modèle:Pays GB
r|Modèle:WSM|Modèle:Samoa
r|Modèle:Catégorie Années 1930|Modèle:Catégorie entre-deux-guerres
r|Modèle:User ca-0|Modèle:Utilisateur ca-0
r|Modèle:Palette principales villes de Pologne|Modèle:Palette Principales villes de Pologne
r|Modèle:Utilisateur Bordeaux2|Modèle:Utilisateur Université Bordeaux 2
r|Modèle:Catégorie judaisme|Modèle:Catégorie judaïsme
r|Modèle:Données/Canton d'Hérouville-Saint-Clair (Caen-5)/évolution population|Modèle:Données/Canton de Caen-5/évolution population
r|Modèle:Rafael Nadal|Modèle:Utilisateur Rafael Nadal
r|Modèle:Utilisateur kh-1|Modèle:Utilisateur km-1
r|Modèle:Hiérarchie début viet-muong|Modèle:Hiérarchie début viêt-muong
r|Modèle:User hwc-4|Modèle:Utilisateur hwc-4
r|Modèle:Country data Cambodia|Modèle:Country data Cambodge
r|Modèle:Autopromotion|Modèle:Promotionnel
r|Modèle:ESP (1977-1982)|Modèle:Espagne (1977-1982)
r|Modèle:GRE|Modèle:Grèce
r|Modèle:IRI water polo|Modèle:IRI water-polo M
r|Modèle:Ébauche/paramètres Portail:Droits de l'homme|Modèle:Ébauche/paramètres droits de l'homme
r|Modèle:User sv|Modèle:Utilisateur sv
r|Modèle:Country data MAC|Modèle:Country data Macao
r|Modèle:User an-2|Modèle:Utilisateur an-2
r|Modèle:Ébauche/paramètres Mythologie grecque|Modèle:Ébauche/paramètres mythologie grecque
r|Modèle:Portail Casablanca|Modèle:Portail Grand Casablanca
r|Modèle:Côte d’Ivoire|Modèle:Côte d'Ivoire
r|Modèle:Ébauche/paramètres localité de Lybie|Modèle:Ébauche/paramètres localité de Libye
r|Modèle:Utilisateur MacBook Pro|Modèle:Utilisateur Macbook Pro
r|Modèle:Géolocalisation/Córdoba|Modèle:Géolocalisation/Córdoba (Colombie)
r|Modèle:Palette Feyenoord navigation|Modèle:Palette Feyenoord
r|Modèle:Déco MIV|Modèle:Déco Médaille interalliée de la Victoire
r|Modèle:Country data Belgium|Modèle:Country data Belgique
r|Modèle:World Register of Marine Species|Modèle:WRMS
r|Modèle:Country data GHA|Modèle:Country data Ghana
r|Modèle:Utilisateur Rire &|Modèle:Utilisateur Rire et Chansons
r|Modèle:Utilisateur Vaud|Modèle:Utilisateur habite Vaud
r|Modèle:User udm-*|Modèle:Utilisateur udm-*
r|Modèle:Portail Îles Malouines|Modèle:Portail îles Malouines
r|Modèle:C10|Modèle:Invitation Cercle des dix ans
r|Modèle:Catégorie Histoire de Bretagne|Modèle:Catégorie histoire de Bretagne
r|Modèle:Portail corsaires|Modèle:Portail piraterie
r|Modèle:Sao-Tomé-et-Principe|Modèle:Sao Tomé-et-Principe
r|Modèle:Lien Web|Modèle:Lien web
r|Modèle:Objet informatique/Documentation|Modèle:Objet/Documentation
r|Modèle:Ébauche/paramètres Localité de Haïti|Modèle:Ébauche/paramètres localité d'Haïti
r|Modèle:Données/Varize (Moselle)/informations générales|Modèle:Données/Varize-Vaudoncourt/informations générales
r|Modèle:Dernière version stable/OpenOffice.org Math|Modèle:Dernière version stable/OpenOffice.org
r|Modèle:User ka|Modèle:Utilisateur ka
r|Modèle:Display/watchlist/doc|Modèle:Affichage/liste de suivi/Documentation
r|Modèle:Admissibilité|Modèle:Admissibilité à vérifier
r|Modèle:Utilisateur Ville de Québec|Modèle:Utilisateur habite Québec (ville)
r|Modèle:Catégorie Sanskrit|Modèle:Catégorie sanskrit
r|Modèle:Cite journal|Modèle:Article
r|Modèle:Talkheader|Modèle:En-tête de page de discussion
r|Modèle:Palette Hou Hsiao Hsien|Modèle:Palette Hou Hsiao-hsien
r|Modèle:Ébauche/paramètres Biologie|Modèle:Ébauche/paramètres biologie
r|Modèle:Ébauche/paramètres homme politique français|Modèle:Ébauche/paramètres personnalité politique française
r|Modèle:User tt-2|Modèle:Utilisateur tt-2
r|Modèle:Évènement actuel|Modèle:Événement en cours
r|Modèle:Portail gay|Modèle:Portail LGBT
r|Modèle:Image label begin|Modèle:Image label début
r|Modèle:Géolocalisation/République arabe sahraouie démocratique|Modèle:Géolocalisation/Sahara occidental
r|Modèle:Utilisateur Escrime|Modèle:Utilisateur escrime
r|Modèle:Utilisateur habite en Saxe|Modèle:Utilisateur habite Saxe
r|Modèle:Niveau athapascan canadien|Modèle:Niveau athapascan septentrional
r|Modèle:Ébauche/paramètres illustrateur|Modèle:Ébauche/paramètres dessinateur
r|Modèle:Ébauche/paramètres chanteuse|Modèle:Ébauche/paramètres chanteur
r|Modèle:Sursis1|Modèle:Sursis
r|Modèle:Country data District de Columbia|Modèle:Country data Washington (district de Columbia)
r|Modèle:Ref-Pouillé Angoulême 4|Modèle:Ref-Ang-Pouillé 4
r|Modèle:SGS|Modèle:Géorgie du Sud-et-les Îles Sandwich du Sud
r|Modèle:Country data Russie impériale|Modèle:Country data Empire russe
r|Modèle:Utilisateur Projet Lot-et-Garonne|Modèle:Utilisateur Projet/Lot-et-Garonne
r|Modèle:Country data Fédération de Russie|Modèle:Country data Russie
r|Modèle:Palette Open d'Estoril (ATP)|Modèle:Palette Tournoi de tennis d'Estoril (ATP)
r|Modèle:Country data IN|Modèle:Country data Indiana
r|Modèle:Portail Croisades/Albigeois|Modèle:Portail croisades des Albigeois
r|Modèle:Troisième Reich|Modèle:Allemagne (1933)
r|Modèle:LAT|Modèle:Lettonie
r|Modèle:User run-*|Modèle:Utilisateur Runr-*
r|Modèle:Élément/Praséodyme|Modèle:Infobox Élément/Praséodyme
r|Modèle:Portail Epoque moderne|Modèle:Portail époque moderne
r|Modèle:Ref-PC-Chateaux|Modèle:Ref-PC-Châteaux
r|Modèle:Palette Cujavie-Poméranie|Modèle:Palette Couïavie-Poméranie
r|Modèle:Utilisateur Taher|Modèle:Utilisateur habite Taher
r|Modèle:Ébauche/paramètres Portail des Droits de l'homme|Modèle:Ébauche/paramètres droits de l'homme
r|Modèle:Portail 1900|Modèle:Portail années 1900
r|Modèle:Utilisateur habite Villeneuve|Modèle:Utilisateur habite Villeneuve-sur-Lot
r|Modèle:Admissibilité débattue|Modèle:Suppression
r|Modèle:Country data KY|Modèle:Country data Kentucky
r|Modèle:Conflits religieux au Nigeria)|Modèle:Rébellion islamiste au Nigeria
r|Modèle:Entêteréfé2005|Modèle:En-tête référendum FR
r|Modèle:Portail Océan Indien|Modèle:Portail océan Indien
r|Modèle:Ébauche/paramètres Céramique|Modèle:Ébauche/paramètres céramique
r|Modèle:Bus Optile/Allobus/couleur fond/Documentation|Modèle:Bus Optile/défaut/couleur fond/Documentation
r|Modèle:CHN (1928-1949)|Modèle:Chine (1928-1949)
r|Modèle:User li-3|Modèle:Utilisateur li-3
r|Modèle:Ébauche/paramètres politique Tunisie|Modèle:Ébauche/paramètres politique tunisienne
r|Modèle:Géolocalisation/Ossétie-du-Sud|Modèle:Géolocalisation/Ossétie du Sud
r|Modèle:Infobox Danse (personnalité)|Modèle:Infobox Musique classique (personnalité)
r|Modèle:Utilisateur Projet/Vin|Modèle:Utilisateur Projet/Vigne et vin
r|Modèle:MCO|Modèle:Monaco
r|Modèle:Av JC section|Modèle:Av. J.-C. section
r|Modèle:Portail Biologie|Modèle:Portail biologie
r|Modèle:Country data Nord Viêt-nam|Modèle:Country data Viêt Nam du Nord
r|Modèle:Country data ANT|Modèle:Country data Antigua-et-Barbuda
r|Modèle:Iliade|Modèle:Ili
r|Modèle:Sources à relier|Modèle:Sources à lier
r|Modèle:Geolocdual/Région de Trnava|Modèle:Géolocdual/Région de Trnava
r|Modèle:Carte/Genève|Modèle:Carte/Canton de Genève
r|Modèle:PolitiquePhilippines|Modèle:Palette Politique/Philippines
r|Modèle:Portail Philosophie analytique|Modèle:Portail philosophie analytique
r|Modèle:Utilisateur Metz|Modèle:Utilisateur habite Metz
r|Modèle:Métro de Lille/correspondance/Documentation|Modèle:Transports de Lille/correspondance/Documentation
r|Modèle:Ie s|Modèle:Ier s
r|Modèle:Portail développement|Modèle:Portail humanitaire et développement
r|Modèle:BER|Modèle:Bermudes
r|Modèle:Portail révolution américaine|Modèle:Portail Révolution américaine
r|Modèle:Portail La Guerre des étoiles|Modèle:Portail Star Wars
r|Modèle:Catégorie Détroit (Michigan)|Modèle:Catégorie Détroit
r|Modèle:Données/Maule/évolution population|Modèle:Données/Maule (Yvelines)/évolution population
r|Modèle:Palette Élections générales provinciales d'Alberta|Modèle:Palette Élections en Alberta
r|Modèle:Portail Îles Vierges britanniques|Modèle:Portail îles Vierges britanniques
r|Modèle:Partial|Modèle:Partieltab
r|Modèle:Comment?|Modèle:Comment
r|Modèle:Projet peinture|Modèle:Catégorie peinture
r|Modèle:NED water polo|Modèle:NED water-polo M
r|Modèle:IRL (1783-1922)|Modèle:Irlande (1783-1922)
r|Modèle:User scn-2|Modèle:Utilisateur scn-2
r|Modèle:Aec/Documentation|Modèle:Aèc/Documentation
r|Modèle:SER water-polo M|Modèle:SRB water-polo M
r|Modèle:BoîteSoft|Modèle:Boîte balise
r|Modèle:EMedecine|Modèle:EMedicine
r|Modèle:Portail Animation et bande dessinée asiatiques|Modèle:Portail animation et bande dessinée asiatiques
r|Modèle:Utilisateur Auroch|Modèle:Utilisateur Wikipédia:Aurochs
r|Modèle:FH|Modèle:Fusion d'Historique
r|Modèle:Utilisateur Hérault|Modèle:Utilisateur habite Hérault
r|Modèle:Données/Grigny (Rhône)/évolution population|Modèle:Données/Grigny (métropole de Lyon)/évolution population
r|Modèle:Données/Aunat/évolution population|Modèle:Données/Aunat (Aude)/évolution population
r|Modèle:Bus Optile/Valmy/couleur fond/Documentation|Modèle:Bus Optile/défaut/couleur fond/Documentation
r|Modèle:Imprecis|Modèle:Passage évasif
r|Modèle:Ébauche/paramètres TICE|Modèle:Ébauche/paramètres technologies de l'information et de la communication pour l'enseignement
r|Modèle:Country data DNK|Modèle:Country data Danemark
r|Modèle:Catégorie Années 1870|Modèle:Catégorie XIXe siècle
r|Modèle:Portail Anjou|Modèle:Portail Anjou et Maine-et-Loire
r|Modèle:User wa-4|Modèle:Utilisateur wa-4
r|Modèle:Country data PHL|Modèle:Country data Philippines
r|Modèle:Speciesfiles|Modèle:SpeciesFile
r|Modèle:AUS|Modèle:Australie
r|Modèle:Portail XIe siècle|Modèle:Portail Moyen Âge central
r|Modèle:Portail Chanson|Modèle:Portail chanson
r|Modèle:Sofr|Modèle:Sortie
r|Modèle:Portail OEV|Modèle:Portail origine et évolution du vivant
r|Modèle:PolitiqueMoldavie|Modèle:Palette Politique/Moldavie
r|Modèle:Palette Version d'Internet Explorer|Modèle:Palette Versions d'Internet Explorer
r|Modèle:Rotten-tomatoes|Modèle:Rotten Tomatoes
r|Modèle:Portail environnementalisme|Modèle:Portail environnement
r|Modèle:CA|Modèle:Canada
r|Modèle:Animation et bande dessinée asiatiques mop|Modèle:Icône Animation et bande dessinée asiatiques
r|Modèle:NER|Modèle:Niger
r|Modèle:User bs-4|Modèle:Utilisateur bs-4
r|Modèle:En fr|Modèle:En français
r|Modèle:Utilisateur projet/orgue|Modèle:Utilisateur Projet/Orgue
r|Modèle:JAM|Modèle:Jamaïque
r|Modèle:Métaux de transitions|Modèle:Métaux de transition
r|Modèle:Centrafrique|Modèle:République centrafricaine
r|Modèle:Ébauche/paramètres Arecaceae|Modèle:Ébauche/paramètres palmier
r|Modèle:Portail Haute-Normandie|Modèle:Portail Normandie
r|Modèle:Portail Rock progressif|Modèle:Portail rock progressif
r|Modèle:Palette Langues d'Algérie|Modèle:Palette Langues en Algérie
r|Modèle:Portail monarchie de Juillet|Modèle:Portail Monarchie de Juillet
r|Modèle:Utilisateur css|Modèle:Utilisateur CSS
r|Modèle:Portail Prix Nobel|Modèle:Portail prix Nobel
r|Modèle:User nrm-0|Modèle:Utilisateur nrm-0
r|Modèle:Taxoessai répartition/Documentation|Modèle:Taxobox répartition/Documentation
r|Modèle:Catégorie Seconde guerre mondiale|Modèle:Catégorie Seconde Guerre mondiale
r|Modèle:Country data GNB|Modèle:Country data Guinée-Bissau
r|Modèle:Country data KWT|Modèle:Country data Koweït
r|Modèle:Lesotho (1987-2004)|Modèle:Lesotho (1987-2006)
r|Modèle:Utilisateur OpenStreetMap2|Modèle:Utilisateur OpenStreetMap
r|Modèle:Utilisateur Toulouse|Modèle:Utilisateur habite Toulouse
r|Modèle:User sw-3|Modèle:Utilisateur sw-3
r|Modèle:XXVIème|Modèle:XXVIe
r|Modèle:Portail Énergie fossile|Modèle:Portail énergie fossile
r|Modèle:User kk-4|Modèle:Utilisateur kk-4
r|Modèle:User hess|Modèle:Utilisateur hess
r|Modèle:MySpace/Documentation|Modèle:Myspace/Documentation
r|Modèle:Catégorie Grenoble|Modèle:Catégorie Grenoble Métropole
r|Modèle:Utilisateur Cusco|Modèle:Utilisateur aime Cusco
r|Modèle:Ébauche/paramètres Tice|Modèle:Ébauche/paramètres technologies de l'information et de la communication pour l'enseignement
r|Modèle:User sh-3|Modèle:Utilisateur sh-3
r|Modèle:Palette Listes des autoroutes d'Asie|Modèle:Palette Listes des autoroutes de l'Asie
r|Modèle:Sélection foot compétition poste/Documentation|Modèle:Sélection foot compétition/Documentation
r|Modèle:Country data GOC|Modèle:Country data Côte-de-l'Or britannique
r|Modèle:Portail Byzance|Modèle:Portail monde byzantin
r|Modèle:User SUL|Modèle:Utilisateur Identifiant unique
r|Modèle:User fc-0|Modèle:Utilisateur fc-0
r|Modèle:À supprimer|Modèle:Suppression
r|Modèle:Portail Musique électronique|Modèle:Portail musique électronique
r|Modèle:Organisme 18s|Modèle:Organisme fondé en
r|Modèle:Country data Basse Californie du Sud|Modèle:Country data Basse-Californie du Sud
r|Modèle:Ébauche/paramètres orthoptères|Modèle:Ébauche/paramètres orthoptère
r|Modèle:Palette Équipes de l'UNCAF|Modèle:Équipes de l'UNCAF
r|Modèle:Country data Commonwealth d’Angleterre|Modèle:Country data Commonwealth d'Angleterre
r|Modèle:Bus Optile/Veolia TRA/couleur texte/Documentation|Modèle:Bus Optile/défaut/couleur texte/Documentation
r|Modèle:Utilisateur あ-0|Modèle:Utilisateur kanas-0
r|Modèle:Catégorie années 1920|Modèle:Catégorie entre-deux-guerres
r|Modèle:Catégorie Préfecture de Shiga|Modèle:Catégorie préfecture de Shiga
r|Modèle:Portail Biochimie|Modèle:Portail biochimie
r|Modèle:Mammouth mop|Modèle:Icône Mammouth
r|Modèle:Ébauche/paramètres Personnalité politique serbe|Modèle:Ébauche/paramètres personnalité politique serbe
r|Modèle:IRI (1964-1980)|Modèle:Iran (1964-1980)
r|Modèle:Ébauche/Amaranthaceae|Modèle:Ébauche/paramètres Amaranthaceae
r|Modèle:User bar|Modèle:Utilisateur bar
r|Modèle:Création semi-automatique|Modèle:Création automatique
r|Modèle:User fa|Modèle:Utilisateur fa
r|Modèle:Catégorie Humour|Modèle:Catégorie humour
r|Modèle:User sk-0|Modèle:Utilisateur sk-0
r|Modèle:User haw-2|Modèle:Utilisateur haw-2
r|Modèle:Country data Ireland|Modèle:Country data Irlande
r|Modèle:Dernière version avancée/OpenOffice.org Draw|Modèle:Dernière version avancée/OpenOffice.org
r|Modèle:Country data Commonwealth of Independent States|Modèle:Country data Communauté des États indépendants
r|Modèle:Utilisateur Sartrouville|Modèle:Utilisateur habite Sartrouville
r|Modèle:GI|Modèle:Gibraltar
r|Modèle:En si|Modèle:Suppression immédiate
r|Modèle:VAN|Modèle:Vanuatu
r|Modèle:ARU|Modèle:Aruba
r|Modèle:Country data ITA|Modèle:Country data Italie
r|Modèle:Bus Optile/Paladin/couleur texte|Modèle:Bus Optile/Le Paladin/couleur texte
r|Modèle:Cite pmid/|Modèle:Cite pmid/16206355
r|Modèle:Country data Croatia|Modèle:Country data Croatie
r|Modèle:Country data États-Unis d’Amérique|Modèle:Country data États-Unis
r|Modèle:Guerres civiles zouloues de 1883-1887|Modèle:Guerres civiles zouloues de 1883-1888
r|Modèle:Country data IA|Modèle:Country data Iowa
r|Modèle:Utilisateur oui Traité Constitutionnel Européen|Modèle:Utilisateur oui Traité constitutionnel européen
