ontology.owl lines:6079 bytes:1150363 gzip:144246 bzip2:88483
afwiki/20130416/afwiki-20130416-article-categories-en-uris.nq lines:30534 bytes:7501651 gzip:768362 bzip2:520687
afwiki/20130416/afwiki-20130416-article-categories-en-uris.nt lines:30534 bytes:4252182 gzip:353051 bzip2:240996
afwiki/20130416/afwiki-20130416-article-categories-en-uris.tql lines:30534 bytes:7484953 gzip:764682 bzip2:518301
afwiki/20130416/afwiki-20130416-article-categories-en-uris.ttl lines:30534 bytes:4245094 gzip:352545 bzip2:241743
afwiki/20130416/afwiki-20130416-article-categories.nq lines:38528 bytes:9760993 gzip:883746 bzip2:592736
afwiki/20130416/afwiki-20130416-article-categories.nt lines:38528 bytes:5650338 gzip:432906 bzip2:300439
afwiki/20130416/afwiki-20130416-article-categories.tql lines:38528 bytes:9725867 gzip:883380 bzip2:591934
afwiki/20130416/afwiki-20130416-article-categories.ttl lines:38528 bytes:5627312 gzip:432327 bzip2:300764
afwiki/20130416/afwiki-20130416-article-templates.nq lines:71370 bytes:18569309 gzip:1240600 bzip2:831494
afwiki/20130416/afwiki-20130416-article-templates.nt lines:71370 bytes:11537870 gzip:581840 bzip2:407371
afwiki/20130416/afwiki-20130416-article-templates.tql lines:71370 bytes:18473432 gzip:1239378 bzip2:831210
afwiki/20130416/afwiki-20130416-article-templates.ttl lines:71370 bytes:11490320 gzip:580332 bzip2:407336
afwiki/20130416/afwiki-20130416-category-labels-en-uris.nq lines:4456 bytes:889187 gzip:105380 bzip2:66837
afwiki/20130416/afwiki-20130416-category-labels-en-uris.nt lines:4456 bytes:564017 gzip:63056 bzip2:40751
afwiki/20130416/afwiki-20130416-category-labels-en-uris.tql lines:4456 bytes:885153 gzip:105065 bzip2:66626
afwiki/20130416/afwiki-20130416-category-labels-en-uris.ttl lines:4456 bytes:561899 gzip:62866 bzip2:40708
afwiki/20130416/afwiki-20130416-category-labels.nq lines:4988 bytes:1022827 gzip:104460 bzip2:69369
afwiki/20130416/afwiki-20130416-category-labels.nt lines:4988 bytes:657236 gzip:60791 bzip2:41041
afwiki/20130416/afwiki-20130416-category-labels.tql lines:4988 bytes:1016431 gzip:104353 bzip2:69420
afwiki/20130416/afwiki-20130416-category-labels.ttl lines:4988 bytes:652972 gzip:60644 bzip2:41077
afwiki/20130416/afwiki-20130416-external-links-en-uris.nq lines:25109 bytes:6585893 gzip:760751 bzip2:594511
afwiki/20130416/afwiki-20130416-external-links-en-uris.nt lines:25109 bytes:3759355 gzip:477110 bzip2:394590
afwiki/20130416/afwiki-20130416-external-links-en-uris.tql lines:25109 bytes:6573443 gzip:758828 bzip2:592814
