id,lang,prefix,total,good,views,edits,users,admins,ts,loclang,images,loclanglink,activeusers,version,si_mainpage,si_base,si_sitename,si_generator,si_phpversion,si_phpsapi,si_dbtype,si_dbversion,si_rev,si_case,si_rights,si_lang,si_fallback8bitEncoding,si_writeapi,si_timezone,si_timeoffset,si_articlepath,si_scriptpath,si_script,si_variantarticlepath,si_server,si_wikiid,si_time,method,http,status,si_linkprefix,si_linktrail,si_git-hash,si_logo,si_favicon,si_servername,si_git-branch,ratio
229,Ligurian,lij,27959,11453,0,263826,18664,7,"2025-10-19 00:07:08",L&#237;guru,30,"Lengoa zeneize",36,1.28.0-wmf.13,"Pagina prinÃ§ipÃ¢",https://lij.wikipedia.org/wiki/Pagina_prin%C3%A7ip%C3%A2,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,lij,,,Europe/Rome,,/wiki/$1,/w,/w/index.php,,//lij.wikipedia.org,lijwiki,,8,200,a,,,,//lij.wikipedia.org/static/images/project-logos/lijwiki.png,https://lij.wikipedia.org/static/favicon/wikipedia.ico,lij.wikipedia.org,,0.4096
292,Banjar,bjn,34703,11401,0,106060,16452,3,"2025-10-19 00:07:01","Bahasa Banjar",2,,40,1.28.0-wmf.13,"Laman Tatambaian",https://bjn.wikipedia.org/wiki/Laman_Tatambaian,Wikipidia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,bjn,,,Asia/Makassar,,/wiki/$1,/w,/w/index.php,,//bjn.wikipedia.org,bjnwiki,,8,200,a,,,,//bjn.wikipedia.org/static/images/project-logos/bjnwiki.png,https://bjn.wikipedia.org/static/favicon/wikipedia.ico,bjn.wikipedia.org,,0.3285
283,"Meadow Mari",mhr,31155,11330,0,201266,16026,1,"2025-10-19 00:07:06","&#1054;&#1083;&#1099;&#1082; &#1052;&#1072;&#1088;&#1080;&#1081; (Olyk Marij)",0,"&#1058;&#1265;&#1189; &#1083;&#1072;&#1096;&#1090;&#1099;&#1082;",32,1.28.0-wmf.13,"Ð¢Ó±Ò¥ Ð»Ð°ÑˆÑ‚Ñ‹Ðº",https://mhr.wikipedia.org/wiki/%D0%A2%D3%B1%D2%A5_%D0%BB%D0%B0%D1%88%D1%82%D1%8B%D0%BA,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸Ð¹,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mhr,,,UTC,,/wiki/$1,/w,/w/index.php,,//mhr.wikipedia.org,mhrwiki,,8,200,a,,,,//mhr.wikipedia.org/static/images/project-logos/mhrwiki.png,https://mhr.wikipedia.org/static/favicon/wikipedia.ico,mhr.wikipedia.org,,0.3637
347,Tachelhit,shi,14926,10877,,77530,19718,2,"2025-10-19 00:05:30",Taclhit,0,,28,,"Tasna Tamzwarut",https://shi.wikipedia.org/wiki/Tasna_Tamzwarut,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,shi,,,Africa/Casablanca,,/wiki/$1,/w,/w/index.php,,//shi.wikipedia.org,shiwiki,,8,200,,,,,//shi.wikipedia.org/static/images/project-logos/shiwiki.png,https://shi.wikipedia.org/static/favicon/wikipedia.ico,shi.wikipedia.org,,0.7287
334,"Moroccan Arabic",ary,90000,10850,,455983,17828,3,"2025-10-19 00:06:59","&#1575;&#1604;&#1604;&#1607;&#1580;&#1577; &#1575;&#1604;&#1605;&#1594;&#1585;&#1576;&#1610;&#1577;",332,,76,,"Ø§Ù„ØµÙØ­Ø© Ø§Ù„Ù„ÙˆÙ„Ø§",https://ary.wikipedia.org/wiki/%D8%A7%D9%84%D8%B5%D9%81%D8%AD%D8%A9_%D8%A7%D9%84%D9%84%D9%88%D9%84%D8%A7,ÙˆÙŠÙƒÙŠÙ¾ÙŠØ¯ÙŠØ§,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ary,,,Africa/Casablanca,,/wiki/$1,/w,/w/index.php,,//ary.wikipedia.org,arywiki,,8,200,,,,,//ary.wikipedia.org/static/images/project-logos/arywiki.png,https://ary.wikipedia.org/static/favicon/wikipedia.ico,ary.wikipedia.org,,0.1206
277,Karakalpak,kaa,27034,10761,0,169502,14607,4,"2025-10-19 00:06:40",Qaraqalpaqsha,82,"Qaraqalpaq tili",120,1.28.0-wmf.13,"Bas bet",https://kaa.wikipedia.org/wiki/Bas_bet,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,kaa,,,UTC,,/wiki/$1,/w,/w/index.php,,//kaa.wikipedia.org,kaawiki,,8,200,a,,,,//kaa.wikipedia.org/static/images/project-logos/kaawiki.png,https://kaa.wikipedia.org/static/favicon/wikipedia.ico,kaa.wikipedia.org,,0.3981
342,Meitei,mni,17371,10452,,59595,23311,3,"2025-10-19 00:06:55",&#43971;&#44004;&#43975;&#44009;&#43970;&#44003;&#43999;,0,,21,,"ê¯ƒê¯”ê¯¨ê¯‘ê¯£ê¯ê¯• ê¯‚ê¯ƒê¯¥ê¯",https://mni.wikipedia.org/wiki/%EA%AF%83%EA%AF%94%EA%AF%A8%EA%AF%91%EA%AF%A3%EA%AF%8F%EA%AF%95_%EA%AF%82%EA%AF%83%EA%AF%A5%EA%AF%8F,ê¯‹ê¯¤ê¯€ê¯¤ê¯„ê¯¦ê¯—ê¯¤ê¯Œê¯¥,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mni,,,Asia/Kolkata,,/wiki/$1,/w,/w/index.php,,//mni.wikipedia.org,mniwiki,,8,200,,,,,//mni.wikipedia.org/static/images/project-logos/mniwiki.png,https://mni.wikipedia.org/static/favicon/wikipedia.ico,mni.wikipedia.org,,0.6017
293,"Hill Mari",mrj,21080,10430,0,107323,11949,1,"2025-10-19 00:06:57","&#1050;&#1099;&#1088;&#1099;&#1082; &#1052;&#1072;&#1088;&#1099; (Kyryk Mary)&#160;",0,,18,1.28.0-wmf.13,"Ð¢Ó¹Ð½Ð³ Ó¹Ð»Ó¹ÑˆÑ‚Ó“Ñˆ",https://mrj.wikipedia.org/wiki/%D0%A2%D3%B9%D0%BD%D0%B3_%D3%B9%D0%BB%D3%B9%D1%88%D1%82%D3%93%D1%88,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mrj,,,Europe/Moscow,,/wiki/$1,/w,/w/index.php,,//mrj.wikipedia.org,mrjwiki,,8,200,a,,,,//mrj.wikipedia.org/static/images/project-logos/mrjwiki.png,https://mrj.wikipedia.org/static/favicon/wikipedia.ico,mrj.wikipedia.org,,0.4948
266,Hakka,hak,19910,10380,0,132489,35470,1,"2025-10-19 00:06:53","Hak-k&#226;-fa / &#23458;&#23478;&#35441;",0,Hak-k&#226;-fa,35,1.28.0-wmf.13,ThÃ¨u-YaÌp,https://hak.wikipedia.org/wiki/Th%C3%A8u-Ya%CC%8Dp,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,hak,,,UTC,,/wiki/$1,/w,/w/index.php,,//hak.wikipedia.org,hakwiki,,8,200,a,,,,//hak.wikipedia.org/static/images/project-logos/hakwiki.png,https://hak.wikipedia.org/static/favicon/wikipedia.ico,hak.wikipedia.org,,0.5213
191,Kapampangan,pam,23224,10138,0,309695,23745,2,"2025-10-19 00:06:51",Kapampangan,394,Kapampangan_(amanu),40,1.28.0-wmf.13,"Pun Bulung",https://pam.wikipedia.org/wiki/Pun_Bulung,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,pam,,,UTC,,/wiki/$1,/w,/w/index.php,,//pam.wikipedia.org,pamwiki,,8,200,a,,,,//pam.wikipedia.org/static/images/project-logos/pamwiki.png,https://pam.wikipedia.org/static/favicon/wikipedia.ico,pam.wikipedia.org,,0.4365
297,Rusyn,rue,22283,10138,0,160810,33990,2,"2025-10-19 00:06:48","&#1088;&#1091;&#1089;&#1080;&#1085;&#1100;&#1089;&#1082;&#1099;&#1081; &#1103;&#1079;&#1099;&#1082;",87,,54,1.28.0-wmf.13,"Ð“Ð¾Ð»Ð¾Ð²Ð½Ð° ÑÑ‚Ð¾Ñ€Ñ–Ð½ÐºÐ°",https://rue.wikipedia.org/wiki/%D0%93%D0%BE%D0%BB%D0%BE%D0%B2%D0%BD%D0%B0_%D1%81%D1%82%D0%BE%D1%80%D1%96%D0%BD%D0%BA%D0%B0,Ð’Ñ–ÐºÑ–Ð¿ÐµÐ´Ñ–Ñ,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,rue,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//rue.wikipedia.org,ruewiki,,8,200,a,,,,//rue.wikipedia.org/static/images/project-logos/ruewiki.png,https://rue.wikipedia.org/static/favicon/wikipedia.ico,rue.wikipedia.org,,0.4550
360,Talysh,tly,13786,10025,,122935,22872,2,"2025-10-19 00:06:42",&#x54;&#x6f;&#x6c;&imath;&scedil;&#x259;&#x20;&#x7a;&imath;&#x76;&#x6f;&#x6e;,1,,23,,SÉ™rlovhÉ™,https://tly.wikipedia.org/wiki/S%C9%99rlovh%C9%99,Vikipedija,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,tly,,,Asia/Baku,,/wiki/$1,/w,/w/index.php,,//tly.wikipedia.org,tlywiki,,8,200,,,,,//tly.wikipedia.org/static/images/project-logos/tlywiki.png,https://tly.wikipedia.org/static/favicon/wikipedia.ico,tly.wikipedia.org,,0.7272
208,Uyghur,ug,16967,9609,0,172537,24586,1,"2025-10-19 00:06:44","&#1574;&#1735;&#1610;&#1594;&#1735;&#1585; &#1578;&#1609;&#1604;&#1609;",0,Uyghur_tili,39,1.28.0-wmf.13,"Ø¨Ø§Ø´ Ø¨Û•Øª",https://ug.wikipedia.org/wiki/%D8%A8%D8%A7%D8%B4_%D8%A8%DB%95%D8%AA,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ug,,,UTC,,/wiki/$1,/w,/w/index.php,,//ug.wikipedia.org,ugwiki,,8,200,a,,,,//ug.wikipedia.org/static/images/project-logos/ugwiki.png,https://ug.wikipedia.org/static/favicon/wikipedia.ico,ug.wikipedia.org,,0.5663
256,Tarantino,roa-tara,18898,9492,0,150619,12778,3,"2025-10-19 00:06:46",&#84;&#97;&#114;&#97;&#110;&#100;&#237;&#110;&#101;,148,"Dial&#232;tte tarandine",18,1.28.0-wmf.13,"Pagene PrengepÃ¡le",https://roa-tara.wikipedia.org/wiki/Pagene_Prengep%C3%A1le,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,roa-tara,,,Europe/Rome,,/wiki/$1,/w,/w/index.php,,//roa-tara.wikipedia.org,roa_tarawiki,,8,200,a,,,,//roa-tara.wikipedia.org/static/images/project-logos/roa_tarawiki.png,https://roa-tara.wikipedia.org/static/favicon/wikipedia.ico,roa-tara.wikipedia.org,,0.5023
147,Bihari,bh,80382,8852,0,784619,38630,2,"2025-10-19 00:06:38",&#2349;&#2379;&#2332;&#2346;&#2369;&#2352;&#2368;,54,&#2349;&#2379;&#2332;&#2346;&#2369;&#2352;&#2368;_&#2349;&#2366;&#2359;&#2366;,51,1.28.0-wmf.13,"à¤®à¥à¤–à¥à¤¯ à¤ªà¤¨à¥à¤¨à¤¾",https://bh.wikipedia.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%96%E0%A5%8D%E0%A4%AF_%E0%A4%AA%E0%A4%A8%E0%A5%8D%E0%A4%A8%E0%A4%BE,à¤µà¤¿à¤•à¤¿à¤ªà¥€à¤¡à¤¿à¤¯à¤¾,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,bho,,,UTC,,/wiki/$1,/w,/w/index.php,,//bh.wikipedia.org,bhwiki,,8,200,a,,,,//bh.wikipedia.org/static/images/project-logos/bhwiki.png,https://bh.wikipedia.org/static/favicon/wikipedia.ico,bh.wikipedia.org,,0.1101
302,"Northern Sotho",nso,11486,8780,,53184,8020,1,"2025-10-19 00:06:35","Sesotho sa Leboa",0,,47,1.28.0-wmf.13,"Letlakala la pele",https://nso.wikipedia.org/wiki/Letlakala_la_pele,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,nso,,,Africa/Johannesburg,,/wiki/$1,/w,/w/index.php,,//nso.wikipedia.org,nsowiki,,8,200,a,,,,//nso.wikipedia.org/static/images/project-logos/nsowiki.png,https://nso.wikipedia.org/static/favicon/wikipedia.ico,nso.wikipedia.org,,0.7644
201,Somali,so,27464,8762,0,285281,42445,1,"2025-10-19 00:06:31",Soomaaliga,0,Af-Soomaali,302,1.28.0-wmf.13,"Bogga Hore",https://so.wikipedia.org/wiki/Bogga_Hore,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,so,,,UTC,,/wiki/$1,/w,/w/index.php,,//so.wikipedia.org,sowiki,,8,200,a,,,,//so.wikipedia.org/static/images/project-logos/sowiki.png,https://so.wikipedia.org/static/favicon/wikipedia.ico,so.wikipedia.org,,0.3190
33,Corsican,co,17958,8563,9,397688,25930,2,"2025-10-19 00:06:33",Corsu,0,Lingua_corsa,49,1.28.0-wmf.13,"Pagina maestra",https://co.wikipedia.org/wiki/Pagina_maestra,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,co,,,UTC,,/wiki/$1,/w,/w/index.php,,//co.wikipedia.org,cowiki,,8,200,a,,,,//co.wikipedia.org/static/images/project-logos/cowiki.png,https://co.wikipedia.org/static/favicon/wikipedia.ico,co.wikipedia.org,,0.4768
110,Kinyarwanda,rw,17208,8563,0,124910,16641,2,"2025-10-19 00:06:25",Ikinyarwanda,0,Kinyarwanda,100,1.28.0-wmf.13,Intangiriro,https://rw.wikipedia.org/wiki/Intangiriro,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,rw,,,UTC,,/wiki/$1,/w,/w/index.php,,//rw.wikipedia.org,rwwiki,,8,200,a,,,,//rw.wikipedia.org/static/images/project-logos/rwwiki.png,https://rw.wikipedia.org/static/favicon/wikipedia.ico,rw.wikipedia.org,,0.4976
233,"West Flemish",vls,22390,8184,0,322761,29612,4,"2025-10-19 00:06:29",West-Vlams,348,West-Vlams,28,1.28.0-wmf.13,Voorblad,https://vls.wikipedia.org/wiki/Voorblad,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,vls,,,UTC,,/wiki/$1,/w,/w/index.php,,//vls.wikipedia.org,vlswiki,,8,200,a,,,,//vls.wikipedia.org/static/images/project-logos/vlswiki.png,https://vls.wikipedia.org/static/favicon/wikipedia.ico,vls.wikipedia.org,,0.3655
228,"Dutch Low Saxon",nds-nl,21926,8046,0,331264,33218,6,"2025-10-19 00:06:27",Nedersaksisch,561,Nederlaands_Leegsaksisch,43,1.28.0-wmf.13,VÃ¶Ã¤rblad,https://nds-nl.wikipedia.org/wiki/V%C3%B6%C3%A4rblad,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,nds-nl,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//nds-nl.wikipedia.org,nds_nlwiki,,8,200,a,,,,//nds-nl.wikipedia.org/static/images/project-logos/nds_nlwiki.png,https://nds-nl.wikipedia.org/static/favicon/wikipedia.ico,nds-nl.wikipedia.org,,0.3670
85,Kashmiri,ks,19385,8018,0,119388,13040,2,"2025-10-19 00:05:48","&#2325;&#2358;&#2381;&#2350;&#2368;&#2352;&#2368; / &#1603;&#1588;&#1605;&#1610;&#1585;&#1610;",74,&#2325;&#2377;&#2358;&#2369;&#2352;&#32;&#2332;&#2364;&#2348;&#2366;&#2344;,37,1.28.0-wmf.13,"Ø§ÙŽÛÙŽÙ… ØµÙŽÙÛÙ•",https://ks.wikipedia.org/wiki/%D8%A7%D9%8E%DB%81%D9%8E%D9%85_%D8%B5%D9%8E%D9%81%DB%81%D9%95,ÙˆÙÚ©ÛŒÙ–Ù¾ÛŒÙ–ÚˆÛŒØ§,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ks,,,UTC,,/wiki/$1,/w,/w/index.php,,//ks.wikipedia.org,kswiki,,8,200,a,,,,//ks.wikipedia.org/static/images/project-logos/kswiki.png,https://ks.wikipedia.org/static/favicon/wikipedia.ico,ks.wikipedia.org,,0.4136
82,Maori,mi,15422,8011,3,166319,21775,2,"2025-10-19 00:06:20",M&#257;ori,0,Reo_M&#257;ori,32,1.28.0-wmf.13,"Hau KÄinga",https://mi.wikipedia.org/wiki/Hau_K%C4%81inga,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mi,,,UTC,,/wiki/$1,/w,/w/index.php,,//mi.wikipedia.org,miwiki,,8,200,a,,,,//mi.wikipedia.org/static/images/project-logos/miwiki.png,https://mi.wikipedia.org/static/favicon/wikipedia.ico,mi.wikipedia.org,,0.5195
197,"Northern Sami",se,21115,7904,0,305187,32333,5,"2025-10-19 00:06:18",S&#225;megiella,0,Davvis&#225;megiella,26,1.28.0-wmf.13,PortÃ¡la:Ovdasiidu,https://se.wikipedia.org/wiki/Port%C3%A1la:Ovdasiidu,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,se,,,UTC,,/wiki/$1,/w,/w/index.php,,//se.wikipedia.org,sewiki,,8,200,a,,,,//se.wikipedia.org/static/images/project-logos/sewiki.png,https://se.wikipedia.org/static/favicon/wikipedia.ico,se.wikipedia.org,,0.3743
272,Erzya,myv,31404,7866,0,153166,14512,4,"2025-10-19 00:06:16","&#1069;&#1088;&#1079;&#1103;&#1085;&#1100; (Erzjanj Kelj)",0,"&#1069;&#1088;&#1079;&#1103;&#1085;&#1100; &#1082;&#1077;&#1083;&#1100;",23,1.28.0-wmf.13,ÐŸÑ€ÑÐ²Ñ‚Ð»Ð¾Ð¿Ð°,https://myv.wikipedia.org/wiki/%D0%9F%D1%80%D1%8F%D0%B2%D1%82%D0%BB%D0%BE%D0%BF%D0%B0,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸ÑÑÑŒ,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,myv,,,UTC,,/wiki/$1,/w,/w/index.php,,//myv.wikipedia.org,myvwiki,,8,200,a,,,,//myv.wikipedia.org/static/images/project-logos/myvwiki.png,https://myv.wikipedia.org/static/favicon/wikipedia.ico,myv.wikipedia.org,,0.2505
111,Sardinian,sc,17512,7726,0,187029,27826,4,"2025-10-19 00:06:14",Sardu,157,Limba_sarda,37,1.28.0-wmf.13,"PÃ gina printzipale",https://sc.wikipedia.org/wiki/P%C3%A0gina_printzipale,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,sc,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//sc.wikipedia.org,scwiki,,8,200,a,,,,//sc.wikipedia.org/static/images/project-logos/scwiki.png,https://sc.wikipedia.org/static/favicon/wikipedia.ico,sc.wikipedia.org,,0.4412
95,Maltese,mt,23461,7621,0,325424,26177,4,"2025-10-19 00:06:12",Malti,697,Lingwa_Maltija,59,1.28.0-wmf.13,"Il-PaÄ¡na prinÄ‹ipali",https://mt.wikipedia.org/wiki/Il-Pa%C4%A1na_prin%C4%8Bipali,Wikipedija,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mt,,,UTC,,/wiki/$1,/w,/w/index.php,,//mt.wikipedia.org,mtwiki,,8,200,a,,,,//mt.wikipedia.org/static/images/project-logos/mtwiki.png,https://mt.wikipedia.org/static/favicon/wikipedia.ico,mt.wikipedia.org,,0.3248
276,Moksha,mdf,23622,7607,0,101457,11218,2,"2025-10-19 00:06:09","&#1052;&#1086;&#1082;&#1096;&#1077;&#1085;&#1100; (Mokshanj K&#228;lj)",0,"&#1052;&#1086;&#1082;&#1096;&#1077;&#1085;&#1100; &#1082;&#1103;&#1083;&#1100;",19,1.28.0-wmf.13,"ÐŸÑ€Ñ Ð»Ð¾Ð¿Ð°",https://mdf.wikipedia.org/wiki/%D0%9F%D1%80%D1%8F_%D0%BB%D0%BE%D0%BF%D0%B0,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸ÐµÑÑŒ,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mdf,,,UTC,,/wiki/$1,/w,/w/index.php,,//mdf.wikipedia.org,mdfwiki,,8,200,a,,,,//mdf.wikipedia.org/static/images/project-logos/mdfwiki.png,https://mdf.wikipedia.org/static/favicon/wikipedia.ico,mdf.wikipedia.org,,0.3220
118,Tibetan,bo,20836,7264,0,154923,33379,3,"2025-10-19 00:06:07",&#3926;&#3964;&#3921;&#3851;&#3942;&#3984;&#3921;,0,&#3926;&#3964;&#3921;&#3851;&#3942;&#3984;&#3921;&#3853;,59,1.28.0-wmf.13,à½‚à½™à½¼à¼‹à½„à½¼à½¦à¼,https://bo.wikipedia.org/wiki/%E0%BD%82%E0%BD%99%E0%BD%BC%E0%BC%8B%E0%BD%84%E0%BD%BC%E0%BD%A6%E0%BC%8D,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,bo,,,UTC,,/wiki/$1,/w,/w/index.php,,//bo.wikipedia.org,bowiki,,8,200,a,,,,//bo.wikipedia.org/static/images/project-logos/bowiki.png,https://bo.wikipedia.org/static/favicon/wikipedia.ico,bo.wikipedia.org,,0.3486
106,Cornish,kw,14769,7097,0,222772,17757,3,"2025-10-19 00:06:05",Kernewek/Karnuack,6,Kernewek,32,1.28.0-wmf.13,"Folen dre",https://kw.wikipedia.org/wiki/Folen_dre,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,kw,,,UTC,,/wiki/$1,/w,/w/index.php,,//kw.wikipedia.org,kwwiki,,8,200,a,,,,//kw.wikipedia.org/static/images/project-logos/kwwiki.png,https://kw.wikipedia.org/static/favicon/wikipedia.ico,kw.wikipedia.org,,0.4805
303,Vepsian,vep,37926,7064,,181736,17647,1,"2025-10-19 00:06:03",VepsÃ¤n,0,,30,1.28.0-wmf.13,PÃ¤lehtpolâ€™,https://vep.wikipedia.org/wiki/P%C3%A4lehtpol%E2%80%99,Vikipedii,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,vep,,,Europe/Moscow,,/wiki/$1,/w,/w/index.php,,//vep.wikipedia.org,vepwiki,,8,200,a,,,,//vep.wikipedia.org/static/images/project-logos/vepwiki.png,https://vep.wikipedia.org/static/favicon/wikipedia.ico,vep.wikipedia.org,,0.1863
255,Zeelandic,zea,13414,7025,0,167557,15073,3,"2025-10-19 00:05:50",&#90;&#101;&#234;&#117;&#119;&#115;,1,Ze&#234;uws,22,1.28.0-wmf.13,VÃ²blad,https://zea.wikipedia.org/wiki/V%C3%B2blad,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,zea,,,UTC,,/wiki/$1,/w,/w/index.php,,//zea.wikipedia.org,zeawiki,,8,200,a,,,,//zea.wikipedia.org/static/images/project-logos/zeawiki.png,https://zea.wikipedia.org/static/favicon/wikipedia.ico,zea.wikipedia.org,,0.5237
203,Turkmen,tk,17439,7006,0,265699,32032,2,"2025-10-19 00:06:01","&#1578;&#1585;&#1603;&#1605;&#1606; / &#1058;&#1091;&#1088;&#1082;&#1084;&#1077;&#1085;",332,T&#252;rkmen_dili,82,1.28.0-wmf.13,"BaÅŸ Sahypa",https://tk.wikipedia.org/wiki/Ba%C5%9F_Sahypa,WikipediÃ½a,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,tk,,,UTC,,/wiki/$1,/w,/w/index.php,,//tk.wikipedia.org,tkwiki,,8,200,a,,,,//tk.wikipedia.org/static/images/project-logos/tkwiki.png,https://tk.wikipedia.org/static/favicon/wikipedia.ico,tk.wikipedia.org,,0.4017
265,Kabyle,kab,17960,6993,0,114061,15678,1,"2025-10-19 00:05:59",Taqbaylit,0,Taqbaylit,27,1.28.0-wmf.13,"Asebter agejdan",https://kab.wikipedia.org/wiki/Asebter_agejdan,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,kab,,,UTC,,/wiki/$1,/w,/w/index.php,,//kab.wikipedia.org,kabwiki,,8,200,a,,,,//kab.wikipedia.org/static/images/project-logos/kabwiki.png,https://kab.wikipedia.org/static/favicon/wikipedia.ico,kab.wikipedia.org,,0.3894
122,Manx,gv,38505,6930,1,365379,22330,3,"2025-10-19 00:05:56",Gaelg,121,Gaelg,33,1.28.0-wmf.13,Ard-ghuillag,https://gv.wikipedia.org/wiki/Ard-ghuillag,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,gv,,,UTC,,/wiki/$1,/w,/w/index.php,,//gv.wikipedia.org,gvwiki,,8,200,a,,,,//gv.wikipedia.org/static/images/project-logos/gvwiki.png,https://gv.wikipedia.org/static/favicon/wikipedia.ico,gv.wikipedia.org,,0.1800
162,V&#245;ro,fiu-vro,12981,6837,0,183416,15910,4,"2025-10-19 00:05:54",V&#245;ro,50,V&#245;ro_kiil,23,1.28.0-wmf.13,Wikipedia:PÃ¤Ã¤leht,https://fiu-vro.wikipedia.org/wiki/Wikipedia:P%C3%A4%C3%A4leht,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,vro,,,UTC,,/wiki/$1,/w,/w/index.php,,//fiu-vro.wikipedia.org,fiu_vrowiki,,8,200,a,,,,//fiu-vro.wikipedia.org/static/images/project-logos/fiu_vrowiki.png,https://fiu-vro.wikipedia.org/static/favicon/wikipedia.ico,fiu-vro.wikipedia.org,,0.5267
