id,lang,prefix,total,good,views,edits,users,admins,ts,loclang,images,loclanglink,activeusers,version,si_mainpage,si_base,si_sitename,si_generator,si_phpversion,si_phpsapi,si_dbtype,si_dbversion,si_rev,si_case,si_rights,si_lang,si_fallback8bitEncoding,si_writeapi,si_timezone,si_timeoffset,si_articlepath,si_scriptpath,si_script,si_variantarticlepath,si_server,si_wikiid,si_time,method,http,status,si_linkprefix,si_linktrail,si_git-hash,si_logo,si_favicon,si_servername,si_git-branch,ratio
103,Kirghiz,ky,109966,76026,0,520361,44805,5,"2025-10-19 00:10:12",&#1050;&#1099;&#1088;&#1075;&#1099;&#1079;&#1095;&#1072;,2681,&#1050;&#1099;&#1088;&#1075;&#1099;&#1079;&#32;&#1090;&#1080;&#1083;&#1080;,153,1.28.0-wmf.13,"Ð‘Ð°ÑˆÐºÑ‹ Ð±Ð°Ñ€Ð°Ðº",https://ky.wikipedia.org/wiki/%D0%91%D0%B0%D1%88%D0%BA%D1%8B_%D0%B1%D0%B0%D1%80%D0%B0%D0%BA,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸Ñ,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ky,,,UTC,,/wiki/$1,/w,/w/index.php,,//ky.wikipedia.org,kywiki,,8,200,a,,,,//ky.wikipedia.org/static/images/project-logos/kywiki.png,https://ky.wikipedia.org/static/favicon/wikipedia.ico,ky.wikipedia.org,,0.6914
94,Javanese,jv,185408,74660,2,1733900,68499,5,"2025-10-19 00:10:08","Basa Jawa",4343,Basa_Jawa,194,1.28.0-wmf.13,WikipÃ©dia:Pendhapa,https://jv.wikipedia.org/wiki/Wikip%C3%A9dia:Pendhapa,WikipÃ©dia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,jv,,,UTC,,/wiki/$1,/w,/w/index.php,,//jv.wikipedia.org,jvwiki,,8,200,a,,,,//jv.wikipedia.org/static/images/project-logos/jvwiki.png,https://jv.wikipedia.org/static/favicon/wikipedia.ico,jv.wikipedia.org,,0.4027
285,"Western Panjabi",pnb,139936,74634,0,692485,42097,2,"2025-10-19 00:10:05","&#1588;&#1575;&#1729; &#1605;&#1705;&#1726;&#1740; &#1662;&#1606;&#1580;&#1575;&#1576;&#1740; (Sh&#257;hmukh&#299; Pa&#241;j&#257;b&#299;)",31,"&#1588;&#1575;&#1729; &#1605;&#1705;&#1726;&#1740; &#1662;&#1606;&#1580;&#1575;&#1576;&#1740;",109,1.28.0-wmf.13,"Ù¾ÛÙ„Ø§ ØµÙÛ",https://pnb.wikipedia.org/wiki/%D9%BE%DB%81%D9%84%D8%A7_%D8%B5%D9%81%DB%81,ÙˆÚ©ÛŒÙ¾ÛŒÚˆÛŒØ§,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,pnb,,,Asia/Karachi,,/wiki/$1,/w,/w/index.php,,//pnb.wikipedia.org,pnbwiki,,8,200,a,,,,//pnb.wikipedia.org/static/images/project-logos/pnbwiki.png,https://pnb.wikipedia.org/static/favicon/wikipedia.ico,pnb.wikipedia.org,,0.5333
245,"Newar / Nepal Bhasa",new,166605,72596,0,873120,30123,2,"2025-10-19 00:10:03",&#2344;&#2375;&#2346;&#2366;&#2354;&#32;&#2349;&#2366;&#2359;&#2366;,0,&#2344;&#2375;&#2346;&#2366;&#2354;&#2349;&#2366;&#2359;&#2366;,19,1.28.0-wmf.13,"à¤®à¥‚ à¤ªà¥Œ",https://new.wikipedia.org/wiki/%E0%A4%AE%E0%A5%82_%E0%A4%AA%E0%A5%8C,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,new,,,UTC,,/wiki/$1,/w,/w/index.php,,//new.wikipedia.org,newwiki,,8,200,a,,,,//new.wikipedia.org/static/images/project-logos/newwiki.png,https://new.wikipedia.org/static/favicon/wikipedia.ico,new.wikipedia.org,,0.4357
167,Haitian,ht,92222,71068,0,867851,36802,2,"2025-10-19 00:10:01","Kr&#232;yol ayisyen",0,"Lang_krey&#242;l ayisyen",100,1.28.0-wmf.13,"Paj Prensipal",https://ht.wikipedia.org/wiki/Paj_Prensipal,Wikipedya,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ht,,,UTC,,/wiki/$1,/w,/w/index.php,,//ht.wikipedia.org,htwiki,,8,200,a,,,,//ht.wikipedia.org/static/images/project-logos/htwiki.png,https://ht.wikipedia.org/static/favicon/wikipedia.ico,ht.wikipedia.org,,0.7706
123,Hausa,ha,108057,70748,0,723553,38455,14,"2025-10-19 00:09:37",&#1607;&#1614;&#1608;&#1615;&#1587;&#1614;,0,Hausa,295,1.28.0-wmf.13,"Babban shafi",https://ha.wikipedia.org/wiki/Babban_shafi,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ha,,,UTC,,/wiki/$1,/w,/w/index.php,,//ha.wikipedia.org,hawiki,,8,200,a,,,,//ha.wikipedia.org/static/images/project-logos/hawiki-temp.png,https://ha.wikipedia.org/static/favicon/wikipedia.ico,ha.wikipedia.org,,0.6547
242,Piedmontese,pms,106575,70568,0,878407,30260,4,"2025-10-19 00:09:59",Piemont&#232;is,1893,Lenga_piemont&#232;isa,47,1.28.0-wmf.13,Intrada,https://pms.wikipedia.org/wiki/Intrada,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,pms,,,Europe/Rome,,/wiki/$1,/w,/w/index.php,,//pms.wikipedia.org,pmswiki,,8,200,a,,,,//pms.wikipedia.org/static/images/project-logos/pmswiki.png,https://pms.wikipedia.org/static/favicon/wikipedia.ico,pms.wikipedia.org,,0.6621
210,Venetian,vec,143282,69499,0,1220559,39793,4,"2025-10-19 00:09:57",V&#232;neto,724,&#321;&#233;ngua_v&#232;neta,67,1.28.0-wmf.13,Wikipedia:Prinsipio,https://vec.wikipedia.org/wiki/Wikipedia:Prinsipio,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,vec,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//vec.wikipedia.org,vecwiki,,8,200,a,,,,//vec.wikipedia.org/static/images/project-logos/vecwiki.png,https://vec.wikipedia.org/static/favicon/wikipedia.ico,vec.wikipedia.org,,0.4851
86,Luxembourgish,lb,143647,65912,0,2637101,67503,8,"2025-10-19 00:09:55",L&#235;tzebuergesch,2559,L&#235;tzebuergesch,150,1.28.0-wmf.13,HaaptsÃ¤it,https://lb.wikipedia.org/wiki/Haapts%C3%A4it,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,lb,,,UTC,,/wiki/$1,/w,/w/index.php,,//lb.wikipedia.org,lbwiki,,8,200,a,,,,//lb.wikipedia.org/static/images/project-logos/lbwiki.png,https://lb.wikipedia.org/static/favicon/wikipedia.ico,lb.wikipedia.org,,0.4588
244,Mazandarani,mzn,106747,64262,0,324725,43125,4,"2025-10-19 00:09:31",&#1605;&#1614;&#1586;&#1616;&#1585;&#1608;&#1606;&#1610;,410,"&#1605;&#1575;&#1586;&#1585;&#1608;&#1606;&#1740; &#1586;&#1740;&#1608;&#1608;&#1606;",44,1.28.0-wmf.13,"Ú¯Øª ØµÙØ­Ù‡",https://mzn.wikipedia.org/wiki/%DA%AF%D8%AA_%D8%B5%D9%81%D8%AD%D9%87,ÙˆÛŒÚ©ÛŒâ€ŒÙ¾Ø¯ÛŒØ§,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,mzn,,,UTC,,/wiki/$1,/w,/w/index.php,,//mzn.wikipedia.org,mznwiki,,8,200,a,,,,//mzn.wikipedia.org/static/images/project-logos/mznwiki.png,https://mzn.wikipedia.org/static/favicon/wikipedia.ico,mzn.wikipedia.org,,0.6020
117,Bashkir,ba,183860,63908,0,1286248,45455,4,"2025-10-19 00:09:52",&#1041;&#1072;&#1096;&#1185;&#1086;&#1088;&#1090;,1430,&#1041;&#1072;&#1096;&#1185;&#1086;&#1088;&#1090;&#32;&#1090;&#1077;&#1083;&#1077;,75,1.28.0-wmf.13,"Ð‘Ð°Ñˆ Ð±Ð¸Ñ‚",https://ba.wikipedia.org/wiki/%D0%91%D0%B0%D1%88_%D0%B1%D0%B8%D1%82,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸Ñ,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ba,,,UTC,,/wiki/$1,/w,/w/index.php,,//ba.wikipedia.org,bawiki,,8,200,a,,,,//ba.wikipedia.org/static/images/project-logos/bawiki.png,https://ba.wikipedia.org/static/favicon/wikipedia.ico,ba.wikipedia.org,,0.3476
61,Irish,ga,111810,62529,2,1281347,68534,7,"2025-10-19 00:09:48",Gaeilge,1007,Gaeilge,134,1.28.0-wmf.13,PrÃ­omhleathanach,https://ga.wikipedia.org/wiki/Pr%C3%ADomhleathanach,VicipÃ©id,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ga,,,UTC,,/wiki/$1,/w,/w/index.php,,//ga.wikipedia.org,gawiki,,8,200,a,,,,//ga.wikipedia.org/static/images/project-logos/gawiki.png,https://ga.wikipedia.org/static/favicon/wikipedia.ico,ga.wikipedia.org,,0.5592
80,Sundanese,su,99638,62130,0,688765,34453,7,"2025-10-19 00:09:50","Basa Sunda",419,Basa_Sunda,80,1.28.0-wmf.13,Tepas,https://su.wikipedia.org/wiki/Tepas,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,su,,,UTC,,/wiki/$1,/w,/w/index.php,,//su.wikipedia.org,suwiki,,8,200,a,,,,//su.wikipedia.org/static/images/project-logos/suwiki.png,https://su.wikipedia.org/static/favicon/wikipedia.ico,su.wikipedia.org,,0.6236
34,Icelandic,is,158412,60737,4,1928529,108229,11,"2025-10-19 00:09:46",&#205;slenska,3274,&#205;slenska,324,1.28.0-wmf.13,ForsÃ­Ã°a,https://is.wikipedia.org/wiki/Fors%C3%AD%C3%B0a,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,is,,,UTC,,/wiki/$1,/w,/w/index.php,,//is.wikipedia.org,iswiki,,8,200,a,,,,//is.wikipedia.org/static/images/project-logos/iswiki.png,https://is.wikipedia.org/static/favicon/wikipedia.ico,is.wikipedia.org,,0.3834
5,Ido,io,83982,59777,2,1083294,43117,4,"2025-10-19 00:09:33",Ido,0,Ido,85,1.28.0-wmf.13,Frontispico,https://io.wikipedia.org/wiki/Frontispico,Wikipedio,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,io,,,UTC,,/wiki/$1,/w,/w/index.php,,//io.wikipedia.org,iowiki,,8,200,a,,,,//io.wikipedia.org/static/images/project-logos/iowiki.png,https://io.wikipedia.org/static/favicon/wikipedia.ico,io.wikipedia.org,,0.7118
279,Silesian,szl,75777,59419,0,379301,28022,3,"2025-10-19 00:09:44",&#346;l&#367;nski,0,"&#346;l&#367;nsko godka",49,1.28.0-wmf.13,"PrzodniÅ zajta",https://szl.wikipedia.org/wiki/Przodni%C5%8F_zajta,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,szl,,,Europe/Warsaw,,/wiki/$1,/w,/w/index.php,,//szl.wikipedia.org,szlwiki,,8,200,a,,,,//szl.wikipedia.org/static/images/project-logos/szlwiki.png,https://szl.wikipedia.org/static/favicon/wikipedia.ico,szl.wikipedia.org,,0.7841
108,Punjabi,pa,189443,59133,0,820308,55888,10,"2025-10-19 00:09:39",&#2602;&#2672;&#2588;&#2622;&#2604;&#2624;,1857,&#2602;&#2672;&#2588;&#2622;&#2604;&#2624;,181,1.28.0-wmf.13,"à¨®à©à©±à¨– à¨¸à¨«à¨¼à¨¾",https://pa.wikipedia.org/wiki/%E0%A8%AE%E0%A9%81%E0%A9%B1%E0%A8%96_%E0%A8%B8%E0%A8%AB%E0%A8%BC%E0%A8%BE,à¨µà¨¿à¨•à©€à¨ªà©€à¨¡à©€à¨†,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,pa,,,UTC,,/wiki/$1,/w,/w/index.php,,//pa.wikipedia.org,pawiki,,8,200,a,,,,//pa.wikipedia.org/static/images/project-logos/pawiki.png,https://pa.wikipedia.org/static/favicon/wikipedia.ico,pa.wikipedia.org,,0.3121
78,"West Frisian",fy,174839,58261,42,1205822,54839,7,"2025-10-19 00:09:35",Frysk,7579,Frysk,81,1.28.0-wmf.13,Haadside,https://fy.wikipedia.org/wiki/Haadside,Wikipedy,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,fy,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//fy.wikipedia.org,fywiki,,8,200,a,,,,//fy.wikipedia.org/static/images/project-logos/fywiki.png,https://fy.wikipedia.org/static/favicon/wikipedia.ico,fy.wikipedia.org,,0.3332
159,Chuvash,cv,120465,57988,0,861700,38410,2,"2025-10-19 00:09:41",&#1063;&#259;&#1074;&#1072;&#1096;,530,&#1063;&#259;&#1074;&#1072;&#1096;&#32;&#1095;&#277;&#1083;&#1093;&#1080;,62,1.28.0-wmf.13,"Ð¢Ä•Ð¿ ÑÑ‚Ñ€Ð°Ð½Ð¸Ñ†Ð°",https://cv.wikipedia.org/wiki/%D0%A2%C4%95%D0%BF_%D1%81%D1%82%D1%80%D0%B0%D0%BD%D0%B8%D1%86%D0%B0,Ð’Ð¸ÐºÐ¸Ð¿ÐµÐ´Ð¸,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,cv,,,UTC,,/wiki/$1,/w,/w/index.php,,//cv.wikipedia.org,cvwiki,,8,200,a,,,,//cv.wikipedia.org/static/images/project-logos/cvwiki.png,https://cv.wikipedia.org/static/favicon/wikipedia.ico,cv.wikipedia.org,,0.4814
75,Aragonese,an,181573,50282,0,2334723,84531,9,"2025-10-19 00:09:26",Aragon&#233;s,1906,Idioma_aragon&#233;s,111,1.28.0-wmf.13,Portalada,https://an.wikipedia.org/wiki/Portalada,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,an,,,UTC,,/wiki/$1,/w,/w/index.php,,//an.wikipedia.org,anwiki,,8,200,a,,,,//an.wikipedia.org/static/images/project-logos/anwiki.png,https://an.wikipedia.org/static/favicon/wikipedia.ico,an.wikipedia.org,,0.2769
101,Tagalog,tl,247666,48757,7,2175245,153783,10,"2025-10-19 00:09:28",Tagalog,1823,Wikang_Tagalog,325,1.28.0-wmf.13,"Unang Pahina",https://tl.wikipedia.org/wiki/Unang_Pahina,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,tl,,,UTC,,/wiki/$1,/w,/w/index.php,,//tl.wikipedia.org,tlwiki,,8,200,a,,,,//tl.wikipedia.org/static/images/project-logos/tlwiki.png,https://tl.wikipedia.org/static/favicon/wikipedia.ico,tl.wikipedia.org,,0.1969
261,Gilaki,glk,57621,48350,0,154451,17757,2,"2025-10-19 00:09:24",&#1711;&#1740;&#1604;&#1705;&#1740;,811,"&#1711;&#1740;&#1604;&#1705;&#1740; &#1586;&#1608;&#1575;&#1606;",28,1.28.0-wmf.13,"Ú¯ØªË‡ ÙˆÙ„Ú¯",https://glk.wikipedia.org/wiki/%DA%AF%D8%AA%CB%87_%D9%88%D9%84%DA%AF,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,glk,,,UTC,,/wiki/$1,/w,/w/index.php,,//glk.wikipedia.org,glkwiki,,8,200,a,,,,//glk.wikipedia.org/static/images/project-logos/glkwiki.png,https://glk.wikipedia.org/static/favicon/wikipedia.ico,glk.wikipedia.org,,0.8391
243,Wu,wuu,70766,46808,0,378617,167223,4,"2025-10-19 00:09:22",&#21556;&#35821;,6,&#21556;&#35821;,141,1.28.0-wmf.13,å°é¢,https://wuu.wikipedia.org/wiki/%E5%B0%81%E9%9D%A2,ç»´åŸºç™¾ç§‘,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,wuu,,,Asia/Shanghai,,/wiki/$1,/w,/w/index.php,,//wuu.wikipedia.org,wuuwiki,,8,200,a,,,,//wuu.wikipedia.org/static/images/project-logos/wuuwiki.png,https://wuu.wikipedia.org/static/favicon/wikipedia.ico,wuu.wikipedia.org,,0.6614
59,Volap&#252;k,vo,163113,45490,0,3319351,39104,2,"2025-10-19 00:09:15",Volap&#252;k,0,Volap&#252;k_perevid&#246;l,33,1.28.0-wmf.13,Cifapad,https://vo.wikipedia.org/wiki/Cifapad,VÃ¼kiped,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,vo,,,UTC,,/wiki/$1,/w,/w/index.php,,//vo.wikipedia.org,vowiki,,8,200,a,,,,//vo.wikipedia.org/static/images/project-logos/vowiki.png,https://vo.wikipedia.org/static/favicon/wikipedia.ico,vo.wikipedia.org,,0.2789
169,Igbo,ig,59920,43672,0,327431,33231,4,"2025-10-19 00:09:12",Igbo,0,"Asusu Igbo",113,1.28.0-wmf.13,"Ihu mbá»¥",https://ig.wikipedia.org/wiki/Ihu_mb%E1%BB%A5,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ig,,,UTC,,/wiki/$1,/w,/w/index.php,,//ig.wikipedia.org,igwiki,,8,200,a,,,,//ig.wikipedia.org/static/images/project-logos/igwiki.png,https://ig.wikipedia.org/static/favicon/wikipedia.ico,ig.wikipedia.org,,0.7288
254,Zazaki,diq,63844,42339,0,538013,31928,3,"2025-10-19 00:09:17",&#90;&#97;&#122;&#97;&#107;&#105;,193,Zazaki,45,1.28.0-wmf.13,"Pela Seri",https://diq.wikipedia.org/wiki/Pela_Seri,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,diq,,,UTC,,/wiki/$1,/w,/w/index.php,,//diq.wikipedia.org,diqwiki,,8,200,a,,,,//diq.wikipedia.org/static/images/project-logos/diqwiki.png,https://diq.wikipedia.org/static/favicon/wikipedia.ico,diq.wikipedia.org,,0.6632
142,Yoruba,yo,60810,36104,0,602440,32293,4,"2025-10-19 00:09:10",Yor&#249;b&#225;,160,"&#200;d&#232; Yor&#249;b&#225;",139,1.28.0-wmf.13,"OjÃºewÃ© Ã€ká»Ìká»Ì",https://yo.wikipedia.org/wiki/Oj%C3%BAew%C3%A9_%C3%80k%E1%BB%8D%CC%81k%E1%BB%8D%CC%81,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,yo,,,UTC,,/wiki/$1,/w,/w/index.php,,//yo.wikipedia.org,yowiki,,8,200,a,,,,//yo.wikipedia.org/static/images/project-logos/yowiki.png,https://yo.wikipedia.org/static/favicon/wikipedia.ico,yo.wikipedia.org,,0.5937
196,Scots,sco,138152,34283,0,901984,121326,3,"2025-10-19 00:09:08",Scots,424,Scots_leid,154,1.28.0-wmf.13,"Main Page",https://sco.wikipedia.org/wiki/Main_Page,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,sco,,,UTC,,/wiki/$1,/w,/w/index.php,,//sco.wikipedia.org,scowiki,,8,200,a,,,,//sco.wikipedia.org/static/images/project-logos/scowiki.png,https://sco.wikipedia.org/static/favicon/wikipedia.ico,sco.wikipedia.org,,0.2482
64,Kannada,kn,156721,34016,0,1310309,93889,5,"2025-10-19 00:09:06",&#3221;&#3240;&#3277;&#3240;&#3233;,2358,&#3221;&#3240;&#3277;&#3240;&#3233;,288,1.28.0-wmf.13,"à²®à³à²–à³à²¯ à²ªà³à²Ÿ",https://kn.wikipedia.org/wiki/%E0%B2%AE%E0%B3%81%E0%B2%96%E0%B3%8D%E0%B2%AF_%E0%B2%AA%E0%B3%81%E0%B2%9F,à²µà²¿à²•à²¿à²ªà³€à²¡à²¿à²¯,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,kn,,,Asia/Kolkata,,/wiki/$1,/w,/w/index.php,,//kn.wikipedia.org,knwiki,,8,200,a,,,,//kn.wikipedia.org/static/images/project-logos/knwiki.png,https://kn.wikipedia.org/static/favicon/wikipedia.ico,kn.wikipedia.org,,0.2170
328,Balinese,ban,67156,33484,,237746,61138,3,"2025-10-19 00:08:50",Bali,143,,114,,"Kaca Utama",https://ban.wikipedia.org/wiki/Kaca_Utama,WikipÃ©dia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ban,,,Asia/Makassar,,/wiki/$1,/w,/w/index.php,,//ban.wikipedia.org,banwiki,,8,200,,,,,//ban.wikipedia.org/static/images/project-logos/banwiki.png,https://ban.wikipedia.org/static/favicon/wikipedia.ico,ban.wikipedia.org,,0.4986
102,Alemannic,als,74639,31360,1,1072817,113954,7,"2025-10-19 00:09:03",Alemannisch,601,Alemannisch,117,1.28.0-wmf.13,Wikipedia:Houptsyte,https://als.wikipedia.org/wiki/Wikipedia:Houptsyte,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,gsw,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//als.wikipedia.org,alswiki,,8,200,a,,,,//als.wikipedia.org/static/images/project-logos/alswiki.png,https://als.wikipedia.org/static/favicon/wikipedia.ico,als.wikipedia.org,,0.4202
42,Gujarati,gu,134254,30703,0,891057,83260,3,"2025-10-19 00:09:01",&#2711;&#2753;&#2716;&#2736;&#2750;&#2724;&#2752;,0,&#2711;&#2753;&#2716;&#2736;&#2750;&#2724;&#2752;_&#2733;&#2750;&#2743;&#2750;,155,1.28.0-wmf.13,àª®à«àª–àªªà«ƒàª·à«àª ,https://gu.wikipedia.org/wiki/%E0%AA%AE%E0%AB%81%E0%AA%96%E0%AA%AA%E0%AB%83%E0%AA%B7%E0%AB%8D%E0%AA%A0,àªµàª¿àª•àª¿àªªà«€àª¡àª¿àª¯àª¾,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,gu,,,Asia/Kolkata,,/wiki/$1,/w,/w/index.php,,//gu.wikipedia.org,guwiki,,8,200,a,,,,//gu.wikipedia.org/static/images/project-logos/guwiki.png,https://gu.wikipedia.org/static/favicon/wikipedia.ico,gu.wikipedia.org,,0.2287
45,Interlingua,ia,45695,30117,41,681151,56303,6,"2025-10-19 00:08:55",Interlingua,4,Interlingua,46,1.28.0-wmf.13,"Pagina principal",https://ia.wikipedia.org/wiki/Pagina_principal,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ia,,,UTC,,/wiki/$1,/w,/w/index.php,,//ia.wikipedia.org,iawiki,,8,200,a,,,,//ia.wikipedia.org/static/images/project-logos/iawiki.png,https://ia.wikipedia.org/static/favicon/wikipedia.ico,ia.wikipedia.org,,0.6591
335,Kotava,avk,36343,29897,,146327,7484,6,"2025-10-19 00:08:57",Kotava,0,,28,,Xadola,https://avk.wikipedia.org/wiki/Xadola,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,avk,,,UTC,,/wiki/$1,/w,/w/index.php,,//avk.wikipedia.org,avkwiki,,8,200,,,,,//avk.wikipedia.org/static/images/project-logos/avkwiki.png,https://avk.wikipedia.org/static/favicon/wikipedia.ico,avk.wikipedia.org,,0.8226
269,"Crimean Tatar",crh,57438,29604,0,240486,52073,2,"2025-10-19 00:08:53",Q&#305;r&#305;mtatarca,0,"Q&#305;r&#305;mtatar tili",52,1.28.0-wmf.13,"BaÅŸ Saife",https://crh.wikipedia.org/wiki/Ba%C5%9F_Saife,Vikipediya,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,crh,,,UTC,,/wiki/$1,/w,/w/index.php,,//crh.wikipedia.org,crhwiki,,8,200,a,,,,//crh.wikipedia.org/static/images/project-logos/crhwiki.png,https://crh.wikipedia.org/static/favicon/wikipedia.ico,crh.wikipedia.org,,0.5154
77,Nepali,ne,111420,29213,0,1317600,73740,5,"2025-10-19 00:08:59",&#2344;&#2375;&#2346;&#2366;&#2354;&#2368;,1465,"&#2344;&#2375;&#2346;&#2366;&#2354;&#2368; &#2349;&#2366;&#2359;&#2366;",178,1.28.0-wmf.13,"à¤®à¥à¤–à¥à¤¯ à¤ªà¥ƒà¤·à¥à¤ ",https://ne.wikipedia.org/wiki/%E0%A4%AE%E0%A5%81%E0%A4%96%E0%A5%8D%E0%A4%AF_%E0%A4%AA%E0%A5%83%E0%A4%B7%E0%A5%8D%E0%A4%A0,à¤µà¤¿à¤•à¤¿à¤ªà¤¿à¤¡à¤¿à¤¯à¤¾,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,ne,,,Asia/Kathmandu,,/wiki/$1,/w,/w/index.php,,//ne.wikipedia.org,newiki,,8,200,a,,,,//ne.wikipedia.org/static/images/project-logos/newiki.png,https://ne.wikipedia.org/static/favicon/wikipedia.ico,ne.wikipedia.org,,0.2622
252,Bavarian,bar,110530,27200,0,849559,76730,2,"2025-10-19 00:08:48",&#66;&#111;&#97;&#114;&#105;&#115;&#99;&#104;,1153,"Boarische Spr&aring;ch",73,1.28.0-wmf.13,Wikipedia:Hoamseitn,https://bar.wikipedia.org/wiki/Wikipedia:Hoamseitn,Wikipedia,"MediaWiki 1.45.0-wmf.23",8.1.31,fpm-fcgi,mysql,10.6.20-MariaDB-log,,,,bar,,,Europe/Berlin,,/wiki/$1,/w,/w/index.php,,//bar.wikipedia.org,barwiki,,8,200,a,,,,//bar.wikipedia.org/static/images/project-logos/barwiki.png,https://bar.wikipedia.org/static/favicon/wikipedia.ico,bar.wikipedia.org,,0.2461
